source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for Android,Lyin' Ted Cruz who can never beat Hillary Clinton and has NO path to victory has chosen a V.P.candidate who failed badly in her own effort,04-28-2016 11:31:48,5702,18806,false,725648706385633280
Twitter for Android,Crooked Hillary Clinton perhaps the most dishonest person to have ever run for the presidency is also one of the all time great enablers!,04-29-2016 13:46:49,10203,25886,false,726045073775828992
Twitter for Android,Crooked Hillary Clinton said she is used to "dealing with men who get off the reservation." Actually she has done poorly with such men!,05-02-2016 11:12:40,5351,15964,false,727093442325680128
Twitter for iPhone,I will defeat Crooked Hillary Clinton on 11/8/2016. #Trump2016#MakeAmericaGreatAgain https://t.co/HtwD1FGn9e,05-02-2016 16:16:14,11322,28151,false,727169840776118272
Twitter for Android,I would rather run against Crooked Hillary Clinton than Bernie Sanders and that will happen because the books are cooked against Bernie!,05-04-2016 09:44:28,13273,30842,false,727796025247846400
Twitter for Android,Unlike crooked Hillary Clinton who wants to destroy all miners I want wages to go up in America. We will do so by bringing back jobs!,05-06-2016 10:14:56,7130,21591,false,728528466765844480
Twitter for iPhone,I hope corrupt Hillary Clinton chooses goofy Elizabeth Warren as her running mate. I will defeat them both.,05-06-2016 23:15:58,8368,25030,false,728725020109877248
Twitter for iPhone,Goofy Elizabeth Warren Hillary Clinton’s flunky has a career that is totally based on a lie. She is not Native American.,05-06-2016 23:16:36,6806,19411,false,728725179074023425
Twitter for iPhone,Crooked Hillary Clinton wants completely open borders. Millions of Democrats will run from her over this and support me.,05-07-2016 00:16:31,8523,22941,false,728740257512992768
Twitter for Android,"@Valdosta_Monkey: @ChrisCuomo @realDonaldTrump  Is Chris serious lying or misinformed? Bill Clinton signed NAFTA https://t.co/dFDvYQrN1v",05-09-2016 12:17:41,4314,9394,false,729646520568524802
Twitter Web Client,Crooked Hillary Clinton says that she got more primary votes than Donald Trump. But I had 17 people to beat—she had one!,05-09-2016 16:56:36,5949,18210,false,729716712124362754
Twitter Web Client,If I only had 1 person running against me in the primaries like Hillary Clinton I would have gotten 10 million more votes than she did!,05-09-2016 16:57:46,4935,16801,false,729717006749052928
Twitter Web Client,The Clintons spend millions on negative ads on me &amp; I can’t tell the truth about her husband? Don’t feel sorry for crooked Hillary!,05-10-2016 19:31:30,10839,29328,false,730118084040724482
Twitter Web Client,RT @DanScavino: OHIO GENERAL ELECTIONDonald Trump vs. Hillary Clinton#MakeAmericaGreatAgain #Trump2016 https://t.co/0yXQ4SFSLO,05-10-2016 20:09:36,4110,0,true,730127671150129152
Twitter Web Client,RT @DanScavino: LOUISIANA GENERAL ELECTIONDonald Trump vs. Hillary Clinton#MakeAmericaGreatAgain #Trump2016 https://t.co/74vYOx7dKz,05-10-2016 20:15:16,4122,0,true,730129098010447873
Twitter for Android,If Crooked Hillary Clinton can't close the deal on Crazy Bernie how is she going to take on China Russia ISIS and all of the others?,05-14-2016 01:03:02,11500,32751,false,731288678451019776
Twitter for Android,Why doesn't the failing @nytimes write the real story on the Clintons and women? The media is TOTALLY dishonest!,05-15-2016 11:32:14,8376,21792,false,731809410578808832
Twitter for Android,Wow 30000 e-mails were deleted by Crooked Hillary Clinton. She said they had to do with a wedding reception. Liar! How can she run?,05-17-2016 11:29:09,8536,21527,false,732533409285865473
Twitter for Android,Crooked Hillary Clinton put out an ad where I am misquoted on women. Can't believe she would misrepresent the facts! My hit was on China,05-17-2016 11:46:22,3691,11706,false,732537744195522560
Twitter for Android,"@HFFoundation4: @realDonaldTrump One thing we know for sure @BernieSanders supporters will turn to #Trump - absolutely not @HillaryClinton",05-18-2016 00:28:49,1671,6052,false,732729619061821440
Twitter for Android,I look so forward to debating Crooked Hillary Clinton! Democrat Primaries are rigged e-mail investigation is rigged - so time to get it on!,05-18-2016 01:53:58,8026,21942,false,732751047022628865
Twitter for Android,Paul Begala the dopey @CNN flunky and head of the Pro-Hillary Clinton Super PAC has knowingly committed fraud in his first ad against me.,05-18-2016 04:22:01,4804,13207,false,732788306237345794
Twitter Web Client,Why did Clinton supporter @AlisonForKY declare Crooked Hillary winner in KY when AP hasn't even called the race?,05-18-2016 16:39:07,3496,11136,false,732973805354819586
Twitter for Android,I said that Crooked Hillary Clinton is "not qualified" to be president because she has "very bad judgement" - Bernie said the same thing!,05-20-2016 09:40:37,5476,17109,false,733593259423862785
Twitter for Android,Crooked Hillary Clinton looks presidential? I don't think so! Four more years of Obama and our country will never come back. ISIS LAUGHS!,05-20-2016 10:08:49,6192,18623,false,733600358501625857
Twitter for iPhone,Crooked Hillary Clinton- discussing the #SecondAmendment at a private event. #2A cc: @NRA https://t.co/vV31Pbpkmn,05-20-2016 15:36:44,6653,12036,false,733682878278696960
Twitter for Android,Crooked Hillary Clinton wants to essentially abolish the 2nd Amendment. No gun owner can ever vote for Clinton!,05-21-2016 01:51:57,8323,21140,false,733837704312410112
Twitter for iPhone,Crooked Hillary Clintons foreign interventions unleashed ISIS in Syria Iraq and Libya. She is reckless and dangerous!,05-21-2016 17:02:41,7417,17673,false,734066896794963968
Twitter for Android,Hillary Clinton is not qualified to be president because her judgement has been proven to be so bad! Would be four more years of stupidity!,05-22-2016 12:47:48,10918,31646,false,734365143635759104
Twitter for iPhone,RT @gatewaypundit: BREAKING POLL: Trump Gains 11 Points on Clinton Since March=&gt; Now Leads Crooked Hillary 46-44 https://t.co/y3BGy15Erb vi…,05-22-2016 15:28:44,4353,0,true,734405641893249024
Twitter for Android,Bernie Sanders is continuing his quest because he believes that Crooked Hillary Clinton will be forced out of the race - e-mail scandal!,05-22-2016 20:32:33,6102,21146,false,734482099793711104
Twitter for Android,Crooked Hillary Clinton overregulates overtaxes and doesn't care about jobs. Most importantly she suffers from plain old bad judgement!,05-24-2016 11:42:35,6923,19945,false,735073508124983298
Twitter for Android,Crooked Hillary Clinton just can't close the deal with Bernie. I had to knock out 16 very good and smart candidates. Hillary doesn't have it,05-25-2016 13:14:58,7748,24205,false,735459144287719425
Twitter for Android,The Inspector General's report on Crooked Hillary Clinton is a disaster. Such bad judgement and temperament cannot be allowed in the W.H.,05-26-2016 13:18:27,7819,22346,false,735822406514675712
Twitter for Android,Crooked Hillary Clinton is a fraud who has put the public and country at risk by her illegal and very stupid use of e-mails. Many missing!,06-01-2016 22:16:36,9816,27248,false,738132164399636480
Twitter for Android,Crooked Hillary Clinton has zero natural talent - she should not be president. Her temperament is bad and her decision making ability-zilch!,06-02-2016 15:03:21,5328,16076,false,738385522301624323
Twitter for Android,Bernie Sanders was right when he said that Crooked Hillary Clinton was not qualified to be president because she suffers from BAD judgement!,06-02-2016 15:10:22,5381,17647,false,738387288372051969
Twitter for Android,With all of the Crooked Hillary Clinton's foreign policy experience she has made so many mistakes - and I mean real monsters! No more HRC.,06-02-2016 16:48:50,4036,11930,false,738412068181676032
Twitter for Android,Crooked Hillary Clinton who I would love to call Lyin' Hillary is getting ready to totally misrepresent my foreign policy positions.,06-02-2016 17:06:29,5261,15693,false,738416510092357632
Twitter for Android,Bad performance by Crooked Hillary Clinton! Reading poorly from the telepromter! She doesn't even look presidential!,06-02-2016 19:18:14,7843,24077,false,738449664752553984
Twitter for Android,"@angeloftruth11: Clinton says Trump is dangerous. Who's the one who killed 4 Americans in Benghazi?  https://t.co/ZV5ehm6NKR",06-03-2016 05:14:36,5786,12350,false,738599744759431168
Twitter for Android,The Clinton News Network sometimes referred to as @CNN is getting more and more biased.They act so indignant-hear them behind closed doors,06-05-2016 21:36:48,8406,22003,false,739571700392722432
Twitter for Android,Hillary Clinton is unfit to be president. She has bad judgement poor leadership skills and a very bad and destructive track record. Change!,06-05-2016 22:15:01,11076,29576,false,739581318699352066
Twitter for Android,Crooked Hillary Clinton has not held a news conference in more than 7 months. Her record is so bad she is unable to answer tough questions!,06-06-2016 13:15:19,7282,21019,false,739807883521630208
Twitter for Android,A former Secret Service Agent for President Clinton excoriates Crooked Hillary describing her as ERRATIC &amp; VIOLENT. Bad temperament for pres,06-07-2016 01:51:12,8799,22371,false,739998110915678208
Twitter for Android,I would have had many millions of votes more than Crooked Hillary Clinton except for the fact that I had 16 opponents she had one!,06-09-2016 00:54:44,5854,21550,false,740708673694076928
Twitter for Android,Crooked Hillary Clinton will be a disaster on jobs the economy trade healthcare the military guns and just about all else. Obama plus!,06-09-2016 12:29:24,12134,34027,false,740883494117728256
Twitter for iPhone,2004 VIDEO:Pocahontas describing Crooked Hillary Clinton as a Corporate Donor Puppet. Time for change! #Trump2016 https://t.co/rZ1MqUzpKU,06-10-2016 16:12:13,9746,18891,false,741301954324910080
Twitter Web Client,I rarely agree with President Obama- however he is 100% correct about Crooked Hillary Clinton. Great ad!https://t.co/aOvVsZfAW3,06-10-2016 16:49:14,25945,45139,false,741311272818475008
Twitter for iPhone,Clinton made a false ad about me where I was imitating a reporter GROVELING after he changed his story. I would NEVER mock disabled. Shame!,06-12-2016 13:39:47,7321,27604,false,741988371174699009
Twitter for iPhone,Saudi Arabia and many of the countries that gave vast amounts of money to the Clinton Foundation- cont'd: https://t.co/t31ReRSzzy,06-13-2016 21:32:44,6969,14923,false,742469778560929793
Twitter for iPhone,The trade deficit rose to a 7yr high thanks to horrible trade policies Clinton supports. I will fix it fast- JOBS! https://t.co/jaGeN4u50U,06-16-2016 16:54:39,5052,13024,false,743486962670141440
Twitter for Android,"@bfraser747: Watch out HillaryClinton 👿 Support @realDonaldTrump 🇺🇸 🇺🇸 #MakeAmericaGreatAgain 🇺🇸 https://t.co/UTYOLo7wGF",06-19-2016 13:17:35,10396,28770,false,744519497764184064
Twitter for Android,Crooked Hillary Clinton is totally unfit to be our president-really bad judgement and a temperament according to new book which is a mess!,06-21-2016 10:38:49,8321,25049,false,745204320593940480
Twitter Web Client,I will be making a big speech tomorrow to discuss the failed policies and bad judgment of Crooked Hillary Clinton.,06-21-2016 14:22:08,9144,27444,false,745260520282951681
Twitter Web Client,Hillary Clinton surged the trade deficit with China 40% asSecretary of State costing Americans millions of jobs.,06-21-2016 16:38:07,7023,17896,false,745294739092684800
Twitter for iPhone,Hillary Clinton's open borders immigration policies will drive down wages for all Americans - and make everyone less safe.,06-21-2016 16:44:28,8920,22799,false,745296338758270976
Instagram,Obama-Clinton inherited $10T in debt and turned it into nearly $20T.  They have bankrupted… https://t.co/1COtt0RPY7,06-21-2016 16:53:07,6477,15008,false,745298514096308225
Twitter Web Client,If you want to know about Hillary Clinton's honesty &amp; judgment ask the family of Ambassador Stevens.,06-21-2016 17:17:49,11728,25484,false,745304731346702336
Twitter for Android,Thank you to Donald Rumsfeld for the endorsement. Very much appreciated. Clinton's conduct has been "disqualifying.",06-23-2016 13:13:22,5908,19957,false,745967990236143616
Twitter for Android,"Hillary Clinton may be the most corrupt person ever to seek the presidency."  --   Donald J. Trump,06-23-2016 13:17:35,9800,25758,false,745969049943875585
Twitter for Android,ISIS threatens us today because of the decisions Hillary Clinton has made along with President Obama."  --  Donald J. Trump,06-23-2016 13:20:29,9216,25041,false,745969778267926532
Twitter Web Client,Hillary Clinton’s open borders are tearing American families apart. I am going to make our country Safe Again for all Americans. #Imwithyou,06-23-2016 18:18:18,6619,20173,false,746044729343741956
Twitter Web Client,Obama &amp; Clinton should stop meeting with special interests &amp; start meeting with the victims of illegal immigration.,06-23-2016 18:30:08,7275,18827,false,746047705709961216
Twitter Web Client,On immigration I’m consulting with our immigration officers&amp; our wage-earners. Hillary Clinton is consulting with Wall Street.,06-23-2016 18:48:20,6673,18489,false,746052286640689157
Twitter Web Client,CNN which is totally biased in favor of Clinton should apologize. They knew they were wrong.  https://t.co/KR7OnS8h6s,06-23-2016 19:34:35,6169,13021,false,746063926597672960
Twitter Web Client,Here is another CNN lie. The Clinton News Network is losing all credibility. I’m not watching it much anymore.  https://t.co/pNSgSjD5gW,06-23-2016 19:35:45,6769,14504,false,746064216373731328
Twitter Web Client,Meet the amazing mother whose letter I read during my speech. She lost her son to policies supported by Clinton. https://t.co/NdGQI6Dnji,06-23-2016 21:36:06,6775,14471,false,746094507201077248
Twitter for Android,Crooked Hillary Clinton who called BREXIT 100% wrong (along with Obama) is now spending Wall Street money on an ad on my correct call.,06-26-2016 11:33:17,7555,21727,false,747029963702996992
Twitter for Android,Clinton is trying to wash away her bad judgement call on BREXIT with big dollar ads. Disgraceful!,06-26-2016 11:36:14,6341,18338,false,747030708678430720
Twitter for iPhone,Top 50 Facts About Crooked Hillary Clinton From Trump 'Stakes Of The Election' Address: https://t.co/lfUdXYnsgJ,06-26-2016 16:31:38,6026,12279,false,747105049352888320
Twitter for Android,Hillary Clinton is not a change agent just the same old status quo! She is spending a fortune I am spending very little. Close in polls!,06-26-2016 22:09:30,5846,18633,false,747190075344162817
Twitter for Android,Crooked Hillary Clinton got Brexit wrong. I said LEAVE will win. She has no sense of markets and such bad judgement. Only a question of time,06-26-2016 22:15:40,5482,17418,false,747191624535511040
Twitter for Android,"@kridan1: Canceled cable - sick of their bad coverage of you and the fawning over Clinton ... Listened to your great speech on YouTube",06-28-2016 19:28:13,3203,12373,false,747874261583470592
Twitter Web Client,Benghazi is just another Hillary Clinton failure. It justnever seems to work the way it's supposed to with Clinton.,06-28-2016 20:24:13,7948,23599,false,747888354126069761
Twitter Web Client,Hillary Clinton’s Presidency would be catastrophic forthe future of our country. She is ill-fit with bad judgment.,06-28-2016 20:26:22,9247,25963,false,747888895581372416
Twitter for iPhone,ISIS exploded on Hillary Clinton's watch- she's done nothing about it and never will. Not capable!,06-29-2016 18:21:38,10032,26613,false,748219891577131010
Twitter for iPhone,As Bernie Sanders said Hillary Clinton has bad judgement. Bill's meeting was probably initiated and demanded by Hillary!,07-01-2016 12:11:41,5956,18164,false,748851569190318080
Twitter for iPhone,Bill Clinton's meeting was a total secret. Nobody was to know about it but he was caught by a local reporter.,07-01-2016 12:12:06,7841,20146,false,748851673313873920
Twitter for iPhone,Take a look at what happened w/ Bill Clinton. The system is totally rigged. Does anybody really believe that meeting was just a coincidence?,07-01-2016 12:12:48,10665,27345,false,748851849185243136
Twitter for iPhone,RT @GOP: Reminder: last year Clinton pledged she had turned over all work-related email under penalty of perjury ⬇️ https://t.co/X4R7LnsSoy,07-02-2016 15:29:38,6799,0,true,749263772703985664
Twitter for Android,It is impossible for the FBI not to recommend criminal charges against Hillary Clinton. What she did was wrong! What Bill did was stupid!,07-02-2016 20:39:39,12848,35934,false,749341789102960640
Twitter for Android,It was just announced-by sources-that no charges will be brought against Crooked Hillary Clinton. Like I said the system is totally rigged!,07-02-2016 21:13:02,20984,49414,false,749350193095667713
Twitter for Android,Only a fool would believe that the meeting between Bill Clinton and the U.S.A.G. was not arranged or that Crooked Hillary did not know.,07-03-2016 20:16:23,9361,26988,false,749698321074180096
Twitter for Android,Crooked Hillary Clinton knew that her husband wanted to meet with the U.S.A.G. to work out a deal. The system is totally rigged &amp; corrupt!,07-03-2016 20:20:20,8721,24353,false,749699315367612416
Twitter for Android,Does anybody really believe that Bill Clinton and the U.S.A.G. talked only about "grandkids" and golf for 37 minutes in plane on tarmac?,07-03-2016 21:38:20,7838,22142,false,749718947973529600
Twitter for Android,The SECRET meeting between Bill Clinton and the U.S.A.G. in back of closed plane was heightened with FBI shouting "go away no pictures.",07-03-2016 21:43:25,8198,22232,false,749720224220475393
Twitter for Android,Crooked Hillary Clinton is "guilty as hell" but the system is totally rigged and corrupt! Where are the 33000 missing e-mails?,07-04-2016 15:26:56,10675,28516,false,749987869452828672
Twitter for Android,Crooked Hillary Clinton is unfit to serve as President of the U.S. Her temperament is weak and her opponents are strong. BAD JUDGEMENT!,07-06-2016 04:36:31,8388,26365,false,750548959240843265
Twitter for Android,Crooked Hillary Clinton and her team "were extremely careless in their handling of very sensitive highly classified information." Not fit!,07-06-2016 11:12:45,7802,23041,false,750648675186147328
Twitter for iPhone,The rigged system may have helped Hillary Clinton escape criminal charges but...https://t.co/KO64IAMDgj https://t.co/8CBSfNpl2l,07-06-2016 12:11:03,7099,16142,false,750663349025767424
Twitter for Android,Crooked Hillary Clinton lied to the FBI and to the people of our country. She is sooooo guilty. But watch her time will come!,07-06-2016 12:31:27,10376,28329,false,750668480559607808
Twitter for Android,Hillary Clinton should ask why the Democrat pols in Atlantic City made all the wrong moves - Convention Center Airport - and destroyed City,07-06-2016 13:12:43,4292,13544,false,750678866532990977
Twitter for Android,I have over seven million hits on social media re Crooked Hillary Clinton. Check it out Sleepy Eyes @MarkHalperin @NBCPolitics,07-06-2016 14:06:38,5014,16589,false,750692436687585280
Twitter for iPhone,Isn't it sad that on a day of national tragedy Hillary Clinton is answering softball questions about her email lies on @CNN?,07-08-2016 21:31:01,13748,41848,false,751529041988116485
Twitter for Android,Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!,07-10-2016 12:02:02,18701,55201,false,752110630031749120
Twitter for Android,Bernie Sanders who has lost most of his leverage has totally sold out to Crooked Hillary Clinton. He will endorse her today - fans angry!,07-12-2016 13:36:47,10572,30480,false,752859250628648962
Twitter for iPhone,Bernie Sanders endorsing Crooked Hillary Clinton is like Occupy Wall Street endorsing Goldman Sachs.,07-12-2016 17:01:51,36168,53157,false,752910855939952640
Twitter for iPhone,Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.,07-12-2016 17:03:44,12842,30578,false,752911332756840448
Twitter for Android,Very sad that a person who has made so many mistakes Crooked Hillary Clinton can put out such false and vicious ads with her phony money!,07-16-2016 13:19:11,7103,23083,false,754304371186405376
Twitter for Android,Crooked Hillary Clinton is bought and paid for by Wall Street lobbyists and special interests. She will sell our country down the tubes!,07-16-2016 13:23:17,9253,27284,false,754305404302139392
Twitter Ads,Donate Today To Help Make America Great Again! You Can Help Stop Crooked Hillary Clinton! https://t.co/VlObaDG4eR https://t.co/mBDwW5orrd,07-16-2016 20:44:37,0,0,false,754416468381437954
Twitter Ads,Donate Today To Help Make America Great Again! You Can Help Stop Crooked Hillary Clinton! https://t.co/swzCe5PiNI https://t.co/0fmgNBuAcc,07-16-2016 21:01:31,1051,2497,false,754420722575953920
Twitter for Android,As the days and weeks go by  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!,07-17-2016 11:55:21,5922,19592,false,754645662357159936
Twitter for Android,The ratings at @FoxNews blow away the ratings of @CNN - not even close. That's because CNN is the Clinton News Network and people don't like,07-17-2016 13:09:02,8804,29080,false,754664207799451648
Twitter for Android,Crooked Hillary Clinton has destroyed jobs and manufacturing in Pennsylvania. Against steelworkers and miners. Husband signed NAFTA.,07-23-2016 14:51:32,9054,26638,false,756864330054893568
Twitter for Android,I will bring jobs back and get wages up. People haven't had a real wage increase in almost twenty years. Clinton killed jobs!,07-23-2016 16:06:15,10316,34772,false,756883131685273605
Twitter for Android,Crooked Hillary Clinton was not at all loyal to the person in her rigged system that pushed her over the top DWS. Too bad Bernie flamed out,07-24-2016 22:02:42,5500,19848,false,757335224397225984
Twitter for Android,Watched Crooked Hillary Clinton and Tim Kaine on 60 Minutes. No way they are going to fix America's problems. ISIS &amp; all others laughing!,07-24-2016 23:59:10,10029,33121,false,757364534873128960
Twitter for Android,Crooked Hillary Clinton knew everything that her "servant" was doing at the DNC - they just got caught that's all! They laughed at Bernie.,07-25-2016 13:19:18,9121,27616,false,757565892146454532
Twitter for Android,Here we go again with another Clinton scandal and e-mails yet (can you believe). Crooked Hillary knew the fix was in B never had a chance!,07-25-2016 13:42:55,9475,30262,false,757571837463240704
Twitter for Android,The State of Florida is so embarrassed by the antics of Crooked Hillary Clinton and Debbie Wasserman Schultz that they will vote for CHANGE!,07-25-2016 14:01:25,8078,29347,false,757576490213146624
Twitter for iPhone,Clinton betrayed Bernie voters. Kaine supports TPP is in pocket of Wall Street and backed Iraq War.,07-25-2016 21:32:59,8719,24521,false,757690132111777792
Twitter for Android,Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work energy and money and nothing to show for it! Waste of time.,07-26-2016 03:19:38,22979,66440,false,757777369272815617
Twitter for Android,No matter what Bill Clinton says and no matter how well he says it the phony media will exclaim it to be incredible. Highly overrated!,07-27-2016 02:02:24,10817,40404,false,758120321845235712
Twitter for iPhone,Just like I have warned from the beginning Crooked Hillary Clinton will betray you on the TPP. https://t.co/eoNTWK6I8y,07-27-2016 03:01:04,9812,22054,false,758135085820416000
Twitter for Android,Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!,07-27-2016 10:08:35,16373,54039,false,758242674646323200
Twitter for iPhone,If Russia or any other country or person has Hillary Clinton's 33000 illegally deleted emails perhaps they should share them with the FBI!,07-27-2016 16:16:02,24164,63125,false,758335147183788032
Twitter for iPhone,A vote for Clinton-Kaine is a vote for TPP NAFTA high taxes radical regulation and massive influx of refugees.,07-28-2016 20:31:59,16928,39254,false,758761945910669312
Twitter for iPhone,Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.,07-28-2016 20:56:09,10672,30423,false,758768028595032064
Twitter for iPhone,Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words.,07-29-2016 03:50:59,15125,43431,false,758872422028148740
Twitter for iPhone,No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.,07-29-2016 03:59:04,17832,50000,false,758874457142284288
Twitter for Android,The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!,07-29-2016 12:40:10,5987,20942,false,759005597899436032
Twitter for Android,Crooked Hillary Clinton made up facts about me and "forgot" to mention the many problems of our country in her very average scream!,07-29-2016 12:51:13,8993,31936,false,759008377577967616
Twitter for Android,Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!,07-29-2016 13:44:54,9669,34367,false,759021886055387136
Twitter for iPhone,In Hillary Clinton's America - things get worse. #TrumpPence16 https://t.co/WdHbnhhCbW,07-29-2016 16:59:58,12710,26532,false,759070976181084160
Twitter for iPhone,What Bernie Sanders really thinks of Crooked Hillary Clinton. https://t.co/VgMaAsZBep,07-29-2016 17:53:47,21679,42131,false,759084522705068032
Twitter for iPhone,Hillary Clinton should not be given national security briefings in that she is a lose cannon with extraordinarily bad judgement &amp; insticts.,07-30-2016 00:57:57,11986,38798,false,759191265988653056
Twitter for iPhone,We are suffering through the worst long-term unemployment in the last 70 years. I want change - Crooked Hillary Clinton does not.,07-30-2016 12:57:48,9401,28217,false,759372422692954112
Twitter for iPhone,Crooked Hillary Clinton is soft on crime supports open borders and wants massive tax hikes. A formula for disaster!,07-30-2016 18:07:07,9653,28636,false,759450265208651776
Twitter for Android,The "Rust Belt" was created by politicians like the Clintons who allowed our jobs to be stolen from us by other countries like Mexico. END!,07-30-2016 22:12:36,9004,27400,false,759512042906587137
Twitter for Android,Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP  32.2 MILLION.  CLINTON 27.8 MILLION.  Thank you!,07-31-2016 03:32:40,12380,41831,false,759592590106849280
Twitter for Android,"@RealJamesWoods:  Without absolutely OWNING the liberal media HillaryClinton wouldn't stand a chance. #VoterFraud and #MSM her only hope.",07-31-2016 20:31:06,14083,36078,false,759848885900763141
Twitter for iPhone,CNN will soon be the least trusted name in news if they continue to be the press shop for Hillary Clinton.,08-01-2016 18:42:50,9633,28130,false,760184028293173248
Twitter for iPhone,When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?,08-01-2016 18:44:04,12425,30613,false,760184336603811842
Twitter for iPhone,Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z,08-01-2016 21:42:57,16502,36294,false,760229355784138752
Twitter for iPhone,Hillary Clinton raked in money from regimes that horribly oppress women and gays &amp; refuses to speak out against Radical Islam.,08-01-2016 22:52:00,11023,26920,false,760246732152311808
Twitter for iPhone,Report raises questions about ‘Clinton Cash’ from Russians during ‘reset' https://t.co/vVcAzY2zcp,08-02-2016 19:38:16,10972,20882,false,760560366447370241
Twitter for Android,Our incompetent Secretary of State Hillary Clinton was the one who started talks to give 400 million dollars in cash to Iran. Scandal!,08-03-2016 10:23:27,19876,47752,false,760783130978648064
Twitter for iPhone,Hillary Clinton has bad judgment and is unfit to serve as President.https://t.co/3EzG620fpT,08-05-2016 13:08:35,9080,26050,false,761549461893984256
Twitter Ads,I am counting on your help to defeat Hillary Clinton and her cronies. Let's Make America Great Again! https://t.co/z3pzKBfP0U,08-05-2016 15:26:41,68,329,false,761584216941309952
Twitter Ads,I am counting on your help to defeat Hillary Clinton and her cronies. Let's Make America Great Again! https://t.co/0KL9McborU,08-05-2016 17:49:38,3218,7261,false,761620189469257728
Twitter Ads,I am counting on your help to defeat Hillary Clinton and her cronies. Let's Make America Great Again!  https://t.co/c7Ekrgn9jx,08-05-2016 18:15:02,10273,24172,false,761626581668274176
Twitter Web Client,DON'T LET HILLARY CLINTON DO IT AGAIN!#TrumpPence16https://t.co/1mGkPNZPKF,08-05-2016 23:53:53,18054,32543,false,761711856457125888
Twitter for Android,Hillary Clinton is being badly criticized for her poor performance in answering questions. Let us all see what happens!,08-06-2016 11:53:00,9498,33662,false,761892829434183684
Twitter for Android,I am not just running against Crooked Hillary Clinton I am running against the very dishonest and totally biased media - but I will win!,08-07-2016 01:53:45,28086,86560,false,762104411707568128
Twitter for iPhone,RT @DRUDGE_REPORT: CLINTON EMAIL LED TO EXECUTION IN IRAN? https://t.co/4rY1faptL6,08-07-2016 21:25:58,8229,0,true,762399410940706816
Twitter for Android,Michael Morell the lightweight former Acting Director of C.I.A. and a man who has made serious bad calls is a total Clinton flunky!,08-07-2016 23:09:08,7653,24140,false,762425371874557952
Twitter for iPhone,Many people are saying that the Iranians killed the scientist who helped the U.S. because of Hillary Clinton's hacked emails.,08-08-2016 22:45:33,13139,33251,false,762781826549030912
Twitter for iPhone,'As Senator Clinton promised 200000 jobs in Upstate New York - her efforts fell flat.' https://t.co/I2WqZb5N8P https://t.co/i5S3mtJWpe,08-08-2016 23:18:42,7822,17269,false,762790167732035585
Twitter Web Client,RT @NRA: .@RealDonaldTrump is right. If @HillaryClinton gets to pick her anti-#2A #SCOTUS judges there’s nothing we can do. #NeverHillary,08-09-2016 20:49:38,7651,0,true,763115041675706368
Twitter for iPhone,Media desperate to distract from Clinton's anti-2A stance. I said pro-2A citizens must organize and get out vote to save our Constitution!,08-10-2016 02:21:12,14886,37553,false,763198483927011329
Twitter Ads,I am counting on your help to defeat Hillary Clinton and her cronies. Let's Make America Great Again! https://t.co/fSKOf0Jz9K,08-11-2016 22:10:59,5078,14886,false,763860288533856256
Twitter for Android,"@elsolarverde: THE CORRUPT MEDIA CREATS CONTROVERSY AGAINST @realDonaldTrump TO AVOID ISSUES ABOUT HillaryClinton https://t.co/RW5UcWLfA8",08-12-2016 04:06:22,11727,27000,false,763949723833118721
Twitter for Android,Ratings challenged @CNN reports so seriously that I call President Obama (and Clinton) "the founder" of ISIS &amp; MVP. THEY DON'T GET SARCASM?,08-12-2016 10:26:20,7929,24471,false,764045345332396032
Twitter for Android,A massive tax increase will be necessary to fund Crooked Hillary Clinton's agenda. What a terrible (and boring) rollout that was yesterday!,08-12-2016 11:07:51,10134,32559,false,764055793951834114
Twitter for Android,ISIS gained tremendous strength during Hillary Clinton's term as Secretary of State. When will the dishonest media report the facts!,08-12-2016 13:01:06,15011,38875,false,764084294704697344
Twitter for Android,Crooked Hillary Clinton is being protected by the media. She is not a talented person or politician. The dishonest media refuses to expose!,08-14-2016 16:50:51,13623,38643,false,764866887511572480
Twitter for iPhone,"CLINTON REFUGEE PLAN COULD BRING IN 620000 REFUGEES IN FIRST TERM AT LIFETIME COST OF OVER $400 BILLION." https://t.co/COZQNt6KVs,08-15-2016 20:26:17,13371,22764,false,765283490887790592
