source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,'It's just a 2-point race Clinton 38% Trump 36%' https://t.co/EzDzJ4EzIN,08-16-2016 19:22:57,7002,17199,false,765629939811020802
Twitter Web Client,A vote for Hillary Clinton is a vote for another generation of poverty high crime &amp; lost opportunities. #ImWithYouhttps://t.co/Eph6qy7zyB,08-17-2016 16:57:58,15947,37300,false,765955844055760896
Twitter for iPhone,Statement on Clinton Foundation:https://t.co/2twuzrB9om,08-22-2016 12:55:40,5846,13390,false,767706807619969025
Twitter for Android,Hillary Clinton strongly stated  that there was "absolutely no connection" between her private work and that of The State Department. LIE!,08-23-2016 14:46:58,9762,25913,false,768097204376510464
Twitter for iPhone,Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!,08-25-2016 20:14:20,9434,27738,false,768904362211086336
Twitter for iPhone,Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!,08-25-2016 20:45:38,10027,28491,false,768912241349517312
Twitter for Android,Hillary Clinton only knows how to make a speech when it is a hit on me. No policy and always very short (stamina). Media gives her a pass!,08-26-2016 02:40:04,9267,27016,false,769001435484688384
Twitter for iPhone,CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. Full speech transcript: https://t.co/npswT6lbg3,08-26-2016 02:45:11,5168,12793,false,769002724218118144
Twitter for Android,"@foxnation: Flashback: Hillary Clinton Praised Former KKK Member Robert Byrd as 'Friend and Mentor': https://t.co/e0Hb2rLb1X",08-26-2016 02:46:34,8333,16407,false,769003073943457792
Twitter for Android,"@DonaldJTrumpJr: Company Gouging Price Of EpiPens Is A Clinton Foundation Donor And Partner https://t.co/HHlNGnlGMN via dailycaller",08-26-2016 02:47:34,9017,16217,false,769003323856867328
Twitter for iPhone,"Hillary Clinton needs to address the racist undertones of her 2008 campaign." #FlashbackFriday https://t.co/MJQp0rcnzH,08-26-2016 02:58:51,16437,31298,false,769006162926669824
Twitter for iPhone,The Clinton's are the real predators...https://t.co/Fr0gFtZVVz,08-26-2016 12:05:57,7049,17035,false,769143845892136960
Twitter for iPhone,"Hillary Clinton Deleted Emails Using Program Intended To Prevent Recovery" #CrookedHillary https://t.co/D0MeBJXBwN,08-26-2016 19:18:15,8219,15785,false,769252637350866946
Twitter for iPhone,Army training slide lists Hillary Clinton as insider threat: https://t.co/CQTSo2ETJF,08-26-2016 19:26:16,8405,16590,false,769254655939321857
Twitter for iPhone,RT @FoxNews: Poll: @realDonaldTrump vs. @HillaryClinton among white Evangelicals. https://t.co/6ohwIh1Q24,08-28-2016 19:29:15,8822,0,true,769980181633204224
Twitter for iPad,RT @DRUDGE_REPORT: REUTERS POLL:  CLINTON TRUMP ALL TIED UP... https://t.co/htCXcTA5T7,08-31-2016 02:14:10,3540,0,true,770806857271091201
Twitter for iPhone,Hillary Clinton didn't go to Louisiana and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!,09-01-2016 00:40:07,20309,56392,false,771145576381427712
Twitter for iPhone,Hillary Clinton doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN! #AmericaFirsthttps://t.co/G1MuLrjhW9,09-01-2016 05:06:52,6990,20183,false,771212706275741696
Twitter for Android,Lyin' Hillary Clinton told the FBI that she did not know the "C" markings on documents stood for CLASSIFIED. How can this be happening?,09-04-2016 23:49:48,18954,48182,false,772582467601588224
Twitter for iPhone,'Donald Trump leads Hillary Clinton by 19 points among military veteran voters: poll' #AmericaFirst #MAGAhttps://t.co/5FmxGtLkwt,09-07-2016 15:11:59,8453,22299,false,773539317377478657
Twitter for Android,"A rough night for Hillary Clinton"  ABC News.,09-08-2016 12:10:13,8712,28993,false,773855962528620548
Twitter for iPhone,Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as #POTUS.,09-08-2016 16:25:36,10450,30344,false,773920230192054272
Twitter Web Client,.@CNN is unwatchable. Their news on me is fiction. Theyare a disgrace to the broadcasting industry and an arm of the Clinton campaign.,09-09-2016 14:37:53,15345,42396,false,774255510191239170
Twitter for Android,Wow Hillary Clinton was SO INSULTING to my supporters millions of amazing hard working people. I think it will cost her at the Polls!,09-10-2016 12:47:18,21422,60468,false,774590070355529728
Twitter for Android,Really sad that Republicans would allow themselves to be used in a Clinton ad. Lindsey Graham Romney Flake Sass. SUPREME COURT REMEMBER!,09-10-2016 15:54:27,12017,35453,false,774637168769830912
Twitter for Android,Hillary Clinton just had her 47% moment. What a terrible thing she said about so many great Americans!,09-10-2016 23:37:06,15323,44397,false,774753598970466304
Twitter for Android,Why isn't President Obama working instead of campaigning for Hillary Clinton?,09-14-2016 03:09:37,24281,60937,false,775894243143483392
Twitter for iPhone,Under the leadership of Obama &amp; Clinton Americans have experienced more attacks at home than victories abroad. Time to change the playbook!,09-19-2016 02:30:34,19209,47887,false,777696356211326976
Twitter for iPhone,Hillary Clinton's weakness while she was Secretary of State has emboldened terrorists all over the world..cont: https://t.co/E5BdTiwlur,09-19-2016 16:53:42,10294,24875,false,777913567676866560
Twitter for iPhone,Philly FOP Chief On Presidential Endorsement: Clinton ‘Blew The Police Off' https://t.co/ATBY343pS1,09-19-2016 19:52:00,7898,17189,false,777958440211771392
Twitter for iPhone,Hillary Clinton is taking the day off again she needs the rest. Sleep well Hillary - see you at the debate!,09-20-2016 14:23:59,29733,73885,false,778238281196662784
Twitter for iPhone,Hillary Clinton just lost every Republican she ever had including Never Trump all farmers &amp; sm. biz by saying she’ll tax estates at 65%.,09-23-2016 17:26:56,19749,39606,false,779371482329837568
Twitter for Android,Many on the team and staff of Bernie Sanders have been treated badly by the Hillary Clinton campaign - and they like Trump on trade a lot!,09-25-2016 12:30:28,8450,28249,false,780021651962462208
Twitter for iPhone,RT @KellyannePolls: #Polls showing @realDonaldTrump surging @hillaryclinton #slipping have HER camp on defense/lowering expectations goi…,09-26-2016 16:29:31,7873,0,true,780444199737036800
Media Studio,Why isn't Hillary Clinton 50 points ahead?#DebateNight https://t.co/iux7icIkaT,09-27-2016 00:47:05,18397,33720,false,780569413321789440
Twitter Web Client,.@HillaryClinton and Obama policies increased debt by $9trillion over the last 8 years,09-27-2016 01:18:55,7832,17746,false,780577426657120258
Twitter Web Client,.@HillaryClinton channels John Kerry on trade: she was for bad trade deals before she was against them. #TPP #Debates2016,09-27-2016 01:23:43,5152,13551,false,780578636294459392
Twitter Web Client,.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016,09-27-2016 01:28:50,9794,23304,false,780579923295600640
Twitter for iPhone,A Clinton economy = more taxes and more spending! #DebateNight https://t.co/oFlaAhrwe5,09-27-2016 01:32:25,8073,17073,false,780580825234415616
Twitter Web Client,This is the simple fact about @HillaryClinton: she is a typical politician - all talk no action. #Debates2016,09-27-2016 01:36:50,13362,33098,false,780581933176778752
Twitter for iPhone,.@HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage #DebateNight https://t.co/6EEOAaCiNv,09-27-2016 02:19:47,5848,12838,false,780592744355893248
Twitter Web Client,Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr,09-27-2016 02:21:59,9132,21224,false,780593298247483392
Twitter for iPhone,RT @TeamTrump: 100% TRUE --&gt; @realDonaldTrump is right - @HillaryClinton did call TPP ‘the gold standard’ #Debates2016 https://t.co/W7L7a9…,09-27-2016 02:22:12,7825,0,true,780593350604824576
Twitter for iPhone,Hillary Clinton failed all over the world. ❌LIBYA❌SYRIA❌IRAN❌IRAQ❌ASIA PIVOT❌RUSSIAN RESET❌BENGHAZI… https://t.co/OoakXs2rij,09-27-2016 02:26:13,22824,42749,false,780594362862362624
Twitter Web Client,Russia has more warheads than ever N Korea is testing nukes and Iran got a sweetheart deal to keep theirs. Thanks @HillaryClinton.,09-27-2016 02:28:26,12247,28088,false,780594918616162304
Twitter Web Client,RT @TeamTrump: .@realDonaldTrump calling out @HillaryClinton's support for NAFTA = most searched moment during tonight's debate. #Debates20…,09-27-2016 02:33:59,6335,0,true,780596317865254913
Twitter for iPhone,.@HillaryClinton - Obama #ISIS Strategy Has Allowed It To Expand To Become A Global Threat #DebateNight https://t.co/f7PctDE31L,09-27-2016 02:36:11,6793,15878,false,780596871102201856
Twitter Web Client,Nothing on emails. Nothing on the corrupt Clinton Foundation. And nothing on #Benghazi. #Debates2016 #debatenight,09-27-2016 02:40:26,30894,58491,false,780597941979480064
Twitter for iPhone,.@HillaryClinton’s Nuclear Agreement Paved The Way For The $400 Million Ransom Payment #DebateNighthttps://t.co/qfZTx6aKYs,09-27-2016 02:42:49,8771,19969,false,780598541441912832
Twitter for iPhone,Thank you! CNBC #DebateNight poll with over 400000 votes. Trump 61%Clinton 39%#AmericaFirst #ImWithYou… https://t.co/MJ3NwA98op,09-27-2016 05:44:02,16943,36873,false,780644145492877312
Twitter for iPhone,.@DRUDGE_REPORT's First Presidential Debate Poll:Trump: 80%Clinton: 20%Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/B12lgC97tn,09-27-2016 05:54:42,11247,26303,false,780646830090641408
Twitter for iPhone,'True blue-collar billionaire Donald Trump shows Hillary Clinton is out of touch' https://t.co/NHO1OicfVm,09-27-2016 13:49:07,7636,17161,false,780766220618436608
Twitter for iPhone,Hillary Clinton's Campaign Continues To Make False Claims About Foundation Disclosure: https://t.co/zhkEfUouHH,09-27-2016 20:14:33,7269,16722,false,780863218646474757
Twitter for Android,Wow did you see how badly @CNN (Clinton News Network) is doing in the ratings. With people like @donlemon who could expect any more?,09-30-2016 02:16:00,13744,38458,false,781678954570735616
Twitter for Android,Wow did you just hear Bill Clinton's statement on how bad ObamaCare is. Hillary not happy. As I have been saying REPEAL AND REPLACE!,10-04-2016 23:55:55,11364,32866,false,783455640643514368
Twitter for iPhone,RT @joshrogin: Pence is right. Clinton &amp; Obama tried to negotiate an Iraq troop extension but failed. Bush admin always anticipated such an…,10-05-2016 01:21:25,5474,0,true,783477156647018496
Twitter for iPhone,RT @TeamTrump: .@timkaine has a pay-to-play problem just like Crooked @HillaryClinton #VPDebates #BigLeagueTruth https://t.co/SPOIn8AN8m,10-05-2016 01:24:38,9971,0,true,783477966906925056
Twitter for iPhone,.@HillaryClinton Sneers At Millions Of Average Americans.https://t.co/gEfURjRCfu #VPDebate #BigLeagueTruth,10-05-2016 01:46:08,6261,17113,false,783483379966554114
Twitter for iPhone,CLINTON’S FLAILING SYRIA POLICY WAS JUDGED A FAILURE:https://t.co/ICZxn7Q3vZ #VPDebate,10-05-2016 02:05:58,6222,17300,false,783488370110451712
Twitter for iPhone,Sanctions Relief From Clinton-Obama Iran Nuclear Deal Likely Go to Terrorists:https://t.co/lM80JriF9k #BigLeagueTruth #VPDebate,10-05-2016 02:15:21,6228,15247,false,783490731964981248
Twitter for iPhone,CLINTON’S CLOSE TIES TO PUTIN DESERVE SCRUTINY:https://t.co/wPYm5vQoyt #VPDebate,10-05-2016 02:16:15,10702,19967,false,783490959027732484
Twitter for iPhone,RT @TeamTrump: .@HillaryClinton &amp; @timkaine think you're #Deplorables &amp; #BasementDwellers. @realDonaldTrump &amp; @mike_pence think you're PATR…,10-05-2016 02:17:20,7050,0,true,783491231913349120
Twitter for iPhone,RT @TeamTrump: Obama-Clinton FAILED foreign policy:-Bad nuclear deal-Ransom payment to leading state sponsor of terror-Sharing classifie…,10-05-2016 02:17:30,6022,0,true,783491271088156672
Twitter for iPhone,CLINTON IS WEAK ON NORTH KOREA:https://t.co/8pRednmnFX #VPDebate,10-05-2016 02:19:54,6337,18588,false,783491875885813761
Twitter for iPhone,.@HillaryClinton’s Careless Use Of A Secret Server Put National Security At Risk: https://t.co/OiAEMnrGcy #VPDebate#BigLeagueTruth,10-05-2016 02:22:24,8888,22717,false,783492506319069184
Twitter for Android,"@FLifeforce: @_CFJ_ @vine That is a reason to NOT Vote for Hillary Clinton. Vote for Liberty! Vote for @realDonaldTrump",10-05-2016 02:23:01,6044,19044,false,783492660128419840
Twitter for iPhone,Clinton’s Top Aides Were Mired In Conflict Of Interest At The State Department: https://t.co/wWfdaECtVu#VPDebate #BigLeagueTruth,10-05-2016 02:26:41,6598,16888,false,783493582803972096
Twitter for iPhone,RT @TeamTrump: RT if you agree - @HillaryClinton &amp; @timkaine are WRONG for America! #VPDebate #MAGA https://t.co/2MZfFzCo6c,10-05-2016 02:31:22,15259,0,true,783494760824614912
Twitter for iPhone,Bill Clinton is right: Obamacare is 'crazy' 'doesn't work' and 'doesn't make sense'.  Thanks Bill for telling the truth.,10-05-2016 21:19:48,16413,40883,false,783778741646270464
Twitter for iPhone,EXCLUSIVE — Video Interview: Bill Clinton Accuser Juanita Broaddrick Relives Brutal Rapes:https://t.co/9j7f8VK9Md,10-09-2016 13:17:02,16630,25268,false,785106800572063744
Twitter for iPhone,RT @TeamTrump: .@HillaryClinton just claimed she has a "positive optimistic view" for America. #Debates https://t.co/hOWJYZbD7v,10-10-2016 01:08:45,2929,0,true,785285910518640641
Twitter Web Client,RT @TeamTrump: Quite simply @HillaryClinton mistreats women. #BigLeagueTruth #Debate2016https://t.co/zhgrulIctf https://t.co/wHtwtnCxxQ,10-10-2016 01:16:36,4621,0,true,785287884718895104
Twitter Web Client,There’s never been anyone more abusive to women in politics than Bill Clinton.My words were unfortunate-the Clintons’ actions were far worse,10-10-2016 01:23:22,14012,37439,false,785289587157504000
Twitter Web Client,RT @TeamTrump: RT if you believe @HillaryClinton is the one who owes America an apology! #BigLeagueTruth #Debates https://t.co/KcmDedSUTw,10-10-2016 01:24:50,6922,0,true,785289956541554689
Twitter for iPhone,ATTN: @HillaryClinton - Why did five of your staffers need FBI IMMUNITY?! #BigLeagueTruth #Debates,10-10-2016 01:29:45,15057,35428,false,785291193194254336
Twitter Web Client,Obama and Clinton told the same lie to sell #ObamaCare. #Debates2016 https://t.co/vhOLtHrR66,10-10-2016 01:32:10,8997,16433,false,785291804816052225
Twitter Web Client,.@HillaryClinton : Bill “clarified” what he meant when calling Obamacare a “disaster.” Actually “disaster” is pretty clear. #Debate,10-10-2016 01:36:24,6866,18814,false,785292868915236868
Twitter Web Client,.@HillaryClinton is NOT above the law!#Debates2016 https://t.co/4arYZcGgYZ,10-10-2016 01:37:50,27126,49077,false,785293229390454784
Twitter Web Client,RT @realDonaldTrump: ATTN: @HillaryClinton - Why did five of your staffers need FBI IMMUNITY?! #BigLeagueTruth #Debates,10-10-2016 01:40:11,15057,0,true,785293820258902016
Twitter Web Client,RT @TeamTrump: ONLY @realDonaldTrump will end what even @BillClinton called a CRAZY SYSTEM. #BigLeagueTruth #Debate https://t.co/cgoqZLDXDV,10-10-2016 01:44:29,5088,0,true,785294901906903040
Twitter Web Client,.@HillaryClinton #ICYMI- "WE ARE NOT IN A NARRATIVE FIGHT."@Mike_Pence #MAGA https://t.co/FUQzXlyPwY,10-10-2016 01:45:16,7384,17901,false,785295100674998272
Twitter for iPhone,.@HillaryClinton - ITS CALLED EXTREME VETTING! #Debates2016 https://t.co/ueq7cbOg9Y,10-10-2016 01:48:19,7115,14149,false,785295867863568384
Twitter Web Client,Hypocrite! @HillaryClinton claims she needs a “public and a private stance” in discussions with Wall Street banks. #Debate,10-10-2016 01:50:45,7560,19027,false,785296480672382979
Twitter Web Client,"YOU NEED BOTH A PUBLIC AND A PRIVATE POSITION"@HillaryClinton #Debates2016 https://t.co/oI2qi2HAdO,10-10-2016 01:51:33,6914,13600,false,785296681847906306
Twitter Web Client,History lesson: There’s a big difference between Hillary Clinton and Abraham Lincoln. For one his nickname is Hone… https://t.co/A5JDkz1eCE,10-10-2016 02:00:31,30205,67140,false,785298936751882240
Twitter Web Client,RT @TeamTrump: .@HillaryClinton is RAISING your taxes to a disastrous level. @realDonaldTrump is going to LOWER your taxes - BIG LEAGUE! #D…,10-10-2016 02:02:28,3936,0,true,785299429381242880
Twitter Web Client,Here are Hillary Clinton's "accomplishments" at the State Department.#Debates2016 #RattledHillary https://t.co/iouuqXYAdq,10-10-2016 02:06:41,11389,22230,false,785300490716348416
Twitter Web Client,RT @JasonMillerinDC: Is @realDonaldTrump debating Crooked @HillaryClinton or the moderators @AC360 and @MarthaRaddatz? #rattledhillary,10-10-2016 02:08:51,3822,0,true,785301036290433024
Twitter Web Client,RT @TeamTrump: .@HillaryClinton had her chance and she BLEW IT. #BigLeagueTruth #Debates https://t.co/d2MI0DCg5Y,10-10-2016 02:12:56,5825,0,true,785302062083047424
Twitter Web Client,If @HillaryClinton is president she’ll be all talk and nothing will get done. #Debate #BigLeagueTruth,10-10-2016 02:19:35,9907,26746,false,785303736868560897
Twitter Web Client,We agree @POTUS-"SHE'LL (Hillary Clinton) SAY ANYTHING &amp; CHANGE NOTHING. IT'S TIME TO TURN THE PAGE" -President Obama,10-10-2016 02:20:35,14342,35037,false,785303987700527104
Twitter for iPhone,RT @KellyannePolls: After a decent first debate @HillaryClinton is back to form: pedantic lawyerly technocratic (woefully untruthful) r…,10-10-2016 02:25:04,11370,0,true,785305114135425024
Twitter Web Client,Hypocrite: @HillaryClinton is the single biggest beneficiary of Citizens United in history by far. #debate #bigleaguetruth,10-10-2016 02:30:17,12240,30018,false,785306429250998272
Twitter for iPhone,I hope people are looking at the disgraceful behavior of Hillary Clinton as exposed by WikiLeaks. She is unfit to run.,10-11-2016 17:43:06,23700,56751,false,785898532645502980
Twitter for Android,Wow @CNN Town Hall questions were given to Crooked Hillary Clinton in advance of big debates against Bernie Sanders. Hillary &amp; CNN FRAUD!,10-11-2016 23:04:25,29259,60485,false,785979396620324865
Twitter for Android,Crooked Hillary Clinton likes to talk about the things she will do but she has been there for 30 years - why didn't she do them?,10-12-2016 12:59:05,18637,51010,false,786189446274248704
Twitter for iPhone,Great event in Columbus- taking off for Cincinnati now. Great new Ohio poll out- thank you!OHIO NBC/WSJ/MARIST POLLTrump 42% Clinton 41%,10-13-2016 22:14:56,10543,31318,false,786691718062235649
Twitter for iPhone,WHAT THEY ARE SAYING ABOUT THE CLINTON CAMPAIGN’S ANTI-CATHOLIC BIGOTRY: https://t.co/oRUlaT4zbn,10-14-2016 15:23:38,14583,28025,false,786950598826532864
Twitter for Android,100% fabricated and made-up charges pushed strongly by the media and the Clinton Campaign may poison the minds of the American Voter. FIX!,10-15-2016 10:51:40,16157,42178,false,787244543003467776
Twitter for Android,Hillary Clinton should have been prosecuted and should be in jail. Instead she is running for president in what looks like a rigged election,10-15-2016 12:23:08,36172,84973,false,787267564405653505
Twitter for Android,Election is being rigged by the media in a coordinated effort with the Clinton campaign by putting stories that never happened into news!,10-16-2016 12:31:40,19162,46697,false,787632098794467328
Twitter for Android,The Democrats have a corrupt political machine pushing crooked Hillary Clinton. We have Paul Ryan always fighting the Republican nominee!,10-16-2016 20:47:23,12544,33137,false,787756849453989889
Twitter for Android,Finally in the new ABC News/Washington Post Poll Hillary Clinton is down 11 points with WOMEN VOTERS and the election is close at 47-43!,10-16-2016 21:02:34,14700,38626,false,787760670590791680
Twitter for Android,Animals representing Hillary Clinton and Dems in North Carolina just firebombed our office in Orange County because we are winning @NCGOP,10-16-2016 22:29:46,23088,45949,false,787782613633208320
Twitter for iPhone,WikiLeaks proves even the Clinton campaign knew Crooked mishandled classified info but no one gets charged? RIGGED! https://t.co/FgGxDsS0a1,10-17-2016 14:58:32,13751,25440,false,788031447932215300
Twitter Web Client,🚨BREAKING🚨: "State Department's Kennedy pressured FBI to unclassify Clinton emails: FBI documents"https://t.co/GYYaneeysA,10-17-2016 15:12:51,8657,14327,false,788035050118012928
Twitter for Android,Voter fraud! Crooked Hillary Clinton even got the questions to a debate and nobody says a word. Can you imagine if I got the questions?,10-17-2016 15:24:31,20093,47408,false,788037987556794368
Twitter for iPhone,"State Department official accused of offering 'quid pro quo' in Clinton email scandal" https://t.co/XkmcKeyRPJ,10-17-2016 19:11:28,11069,18638,false,788095098902962176
Twitter for iPhone,"Journalists shower Hillary Clinton with campaign cash"https://t.co/qZPPX0LO4X https://t.co/NsWbJN01Uu,10-17-2016 19:23:15,14469,22286,false,788098066075230208
Twitter for iPhone,Get rich quick! Crooked Hillary Clinton's pay to play guide: https://t.co/uKh5sCFfrv,10-17-2016 22:51:31,38134,59429,false,788150475258343424
Twitter for iPhone,EXCLUSIVE: FBI Agents Say Comey ‘Stood In The Way’ Of Clinton Email Investigation:https://t.co/6n63fHVvNo,10-18-2016 01:42:15,15845,25643,false,788193441733808128
Twitter for iPhone,'Trump rally disrupter was once on Clinton's payroll'https://t.co/75oLLuD4SI,10-18-2016 21:42:34,17035,26883,false,788495515021299713
Twitter for iPhone,'Clinton Campaign Tried to Limit Damage From Classified Info on Email Server' #DrainTheSwamp https://t.co/5j8WuKLL5o,10-19-2016 00:31:25,10181,17146,false,788538003836678144
Twitter for iPhone,‘Food Groups’ – Emails Show Clinton Campaign Organized Potential VPs By Race And Gender: https://t.co/Qk1fOm1t8L,10-19-2016 01:28:27,11197,18566,false,788552360326893568
Twitter for iPhone,More Anti-Catholic Emails From Team Clinton: https://t.co/KYirBbYjp2 https://t.co/f8Z7olUvlM,10-19-2016 16:57:44,9787,15453,false,788786220671176704
Twitter for iPhone,'Scandals surround Clinton's gatekeeper at State'#DrainTheSwamp https://t.co/xxTTZeMYAc,10-19-2016 18:05:18,7052,13106,false,788803222496346112
Twitter for iPhone,'State works hard and illegally for Clinton' #DrainTheSwamp https://t.co/zXvUnJTKhF,10-19-2016 18:06:23,7942,14551,false,788803495507832833
Twitter for iPhone,'Hillary Clinton Deleted Emails With Her Email Server Technician'https://t.co/VvO4lTKsaj,10-19-2016 19:57:03,7855,14345,false,788831347036917760
Twitter for iPhone,UNBELIEVABLE!Clinton campaign contractor caught in voter-fraud video is a felon who visited White House 342 times: https://t.co/qQdsMHAtkT,10-19-2016 22:57:24,17261,24538,false,788876733332062208
Twitter Web Client,Hillary Clinton wants to create the most liberal Supreme Court in history #debate #DrainTheSwamp https://t.co/fKJBNXvluh,10-20-2016 01:07:40,7100,12010,false,788909516775567360
Twitter Web Client,.@HillaryClinton lists litany of ways she plans to restrict gun rights. 2A will not survive a Hillary presidency. #Debate #BigLeagueTruth,10-20-2016 01:13:09,4848,10623,false,788910896026357761
Twitter for iPhone,Hillary Clinton will use American tax dollars to provide amnesty for thousands of illegals. I will put… https://t.co/ZpV33TfbR6,10-20-2016 01:22:56,5668,11097,false,788913356656652289
Twitter Web Client,TRUMP &amp; CLINTON ON IMMIGRATION#Debate #BigLeagueTruth https://t.co/OP4c7Jc8Ad,10-20-2016 01:28:41,4780,9339,false,788914805583208449
Twitter for iPhone,.@HillaryClinton- you have failed failed and failed. #BigLeagueTruthTime to #DrainTheSwamp! https://t.co/c2EiyU8XKK,10-20-2016 01:37:37,6739,12395,false,788917052337557505
Twitter Web Client,.@HillaryClinton has been a foreign policy DISASTER for the American people. I will #MakeAmericaStrongAgain #Debate… https://t.co/tj6PWM5r1J,10-20-2016 01:39:29,5298,9602,false,788917524322627585
Twitter for iPhone,.@HillaryClinton talking about jobs? Remember what she promised upstate New York. #BigLeagueTruth#Debates https://t.co/SmjNuHi7XB,10-20-2016 01:39:40,6933,12369,false,788917570317320192
Twitter Web Client,.@HillaryClinton's tax hikes will CRUSH our economy. I will cut taxes -- BIG LEAGUE. https://t.co/EtA1tBnrNG https://t.co/NgMDP4wilI,10-20-2016 01:42:53,3675,8271,false,788918380082319360
Twitter for iPhone,.@HillaryClinton has been doing this for THIRTY YEARS....where has she been? #BigLeagueTruth,10-20-2016 01:50:20,4981,12103,false,788920252931280896
Twitter for iPhone,Brought to you by @HillaryClinton &amp; her campaign- in Chicago Illinois. #BigLeagueTruth #DrainTheSwamp https://t.co/10iUBOcECp,10-20-2016 01:55:42,10738,16400,false,788921604130562052
Twitter Web Client,.@HillaryClinton loves to lie. America has had enough of the CLINTON'S! It is time to #DrainTheSwamp! Debates https://t.co/3Mz4T7qTTR,10-20-2016 01:59:07,8362,15642,false,788922462733869056
Twitter Web Client,Crooked @HillaryClinton's foundation is a CRIMINAL ENTERPRISE. Time to #DrainTheSwamp!  https://t.co/89eOMTsIjt #BigLeagueTruth #Debate,10-20-2016 02:02:53,6513,12616,false,788923410353008640
TweetDeck,LIVE FACT-CHECK: Trump's RIGHT. The Clinton Foundation has taken MILLIONS from the Middle East. #DrainTheSwamp https://t.co/Kgcaf5tdTM,10-20-2016 02:06:52,9520,13519,false,788924415518007297
Twitter for iPhone,You should give the money back @HillaryClinton! #DrainTheSwamp https://t.co/m0LKHRUoHz,10-20-2016 02:11:33,7534,15919,false,788925593051992065
Twitter Web Client,What They Are Saying About @realDonaldTrump's GREAT Debate and @HillaryClinton's Bad Performance… https://t.co/1O86a49vJZ,10-20-2016 02:24:44,3218,7661,false,788928912000622592
Twitter Web Client,After Crooked @HillaryClinton allowed ISIS to rise she now claims she'll defeat them? LAUGHABLE! Here's my plan: https://t.co/FzRMObNQVn,10-20-2016 02:26:24,7114,15184,false,788929328696348674
Twitter Web Client,ISIS has infiltrated countries all over Europe by posing as refugees and @HillaryClinton will allow it to happen h… https://t.co/MmeW2qsTQh,10-20-2016 02:31:45,16130,33722,false,788930678255517696
Twitter for iPhone,The Washington Times Presidential Debate Poll:TRUMP 77% (18290)CLINTON 17% (4100)#DrainTheSwamp #Debate https://t.co/wsgsf5nv6H,10-20-2016 04:18:06,21112,44541,false,788957439542587392
Twitter for iPhone,Thank you America! #MAGARasmussen National PollDonald Trump 43%Hillary Clinton 40% https://t.co/n4eZ3qpcjg,10-20-2016 13:27:41,20131,43996,false,789095747635572736
Twitter for Android,Why didn't Hillary Clinton announce that she was inappropriately given the debate questions - she secretly used them! Crooked Hillary.,10-20-2016 14:55:50,19469,50126,false,789117930801926148
Twitter for iPhone,#CrookedHillary “was at center of negotiating $12M commitment from King Mohammed VI of Morocco” to Clinton Fdn. https://t.co/HWOQ7jQWY2,10-21-2016 18:54:00,12036,19470,false,789540253791059974
Twitter for iPhone,A top Clinton Foundation official said he could name “500 different examples” of conflicts of interest. https://t.co/rtWhdYOyq7,10-21-2016 18:58:20,11985,20617,false,789541345216036864
Twitter for iPhone,VERY IRONIC: "In 2010 video Clinton lectured underlings on cybersecurity and guarding ‘sensitive information’" https://t.co/dL7VDMqSLy,10-21-2016 22:10:57,11456,20788,false,789589818581848064
Twitter for iPhone,'Clinton Campaign And Harry Reid Worked With New York Times To Smear State Dept Watchdog'Time to #DrainTheSwamp! https://t.co/0VDdGdpCTg,10-21-2016 22:14:47,9734,16890,false,789590785733918721
Twitter for iPhone,"{Crooked Hillary Clinton} created this mess and she knows it." #DrainTheSwamp https://t.co/3cBNYjl5CD https://t.co/sjwkuq3nkk,10-21-2016 22:30:14,11479,19719,false,789594671387447297
Twitter for iPhone,WikiLeaks reveals Clinton camp’s work with ‘VERY friendly and malleable reporters’ #DrainTheSwamp #CrookedHillaryhttps://t.co/bcYLslrxi0,10-21-2016 22:46:37,9435,17268,false,789598795315150853
Twitter for iPhone,Crooked Hillary Clinton Tops Middle East Forum’s ‘Islamist Money List'https://t.co/JC25rNtx6G,10-22-2016 17:54:11,9788,16993,false,789887588178006017
Twitter for iPhone,Hillary Clinton: 'Architect of failure'#DrainTheSwamp #CrookedHillaryhttps://t.co/b5HqsGrc7N,10-22-2016 21:34:44,10278,19786,false,789943092564652032
Twitter for iPhone,'Huma Abedin told Clinton her secret email account caused problems'https://t.co/i4zN2QzKnf,10-23-2016 02:05:01,11734,19967,false,790011110984445952
Twitter for iPhone,WikiLeaks: 'Clinton-Kaine Even Lied About Timing of Veep Pick'https://t.co/e1NVdpSfNr,10-23-2016 02:26:32,12215,21351,false,790016528011890688
